searge,name
field_150361_u,leaves2
field_150362_t,leaves
field_150363_s,log2
field_150364_r,log
field_150365_q,coal_ore
field_150366_p,iron_ore
field_150367_z,dispenser
field_150368_y,lapis_block
field_150369_x,lapis_ore
field_150370_cb,quartz_stairs
field_150371_ca,quartz_block
field_150372_bz,sandstone_stairs
field_150373_bw,double_wooden_slab
field_150374_bv,lit_redstone_lamp
field_150375_by,cocoa
field_150376_bx,wooden_slab
field_150377_bs,end_stone
field_150378_br,end_portal_frame
field_150379_bu,redstone_lamp
field_150380_bt,dragon_egg
field_150381_bn,enchanting_table
field_150382_bo,brewing_stand
field_150383_bp,cauldron
field_150384_bq,end_portal
field_150385_bj,nether_brick
field_150386_bk,nether_brick_fence
field_150387_bl,nether_brick_stairs
field_150388_bm,nether_wart
field_150389_bf,brick_stairs
field_150390_bg,stone_brick_stairs
field_150391_bh,mycelium
field_150392_bi,waterlily
field_150393_bb,pumpkin_stem
field_150394_bc,melon_stem
field_150395_bd,vine
field_150397_co,stained_glass_pane
field_150398_cm,double_plant
field_150399_cn,stained_glass
field_150400_ck,acacia_stairs
field_150401_cl,dark_oak_stairs
field_150402_ci,coal_block
field_150403_cj,packed_ice
field_150404_cg,carpet
field_150405_ch,hardened_clay
field_150406_ce,stained_hardened_clay
field_150407_cf,hay_block
field_150408_cc,activator_rail
field_150409_cd,dropper
field_150410_aZ,glass_pane
field_150411_aY,iron_bars
field_150412_bA,emerald_ore
field_150413_aR,unpowered_repeater
field_150414_aQ,cake
field_150415_aT,trapdoor
field_150416_aS,powered_repeater
field_150417_aV,stonebrick
field_150418_aU,monster_egg
field_150419_aX,red_mushroom_block
field_150420_aW,brown_mushroom_block
field_150421_aI,jukebox
field_150423_aK,pumpkin
field_150424_aL,netherrack
field_150425_aM,soul_sand
field_150426_aN,glowstone
field_150427_aO,portal
field_150428_aP,lit_pumpkin
field_150429_aA,redstone_torch
field_150430_aB,stone_button
field_150431_aC,snow_layer
field_150432_aD,ice
field_150433_aE,snow
field_150434_aF,cactus
field_150435_aG,clay
field_150436_aH,reeds
field_150437_az,unlit_redstone_torch
field_150438_bZ,hopper
field_150439_ay,lit_redstone_ore
field_150440_ba,melon_block
field_150441_bU,unpowered_comparator
field_150442_at,lever
field_150443_bT,heavy_weighted_pressure_plate
field_150444_as,wall_sign
field_150445_bS,light_weighted_pressure_plate
field_150446_ar,stone_stairs
field_150447_bR,trapped_chest
field_150448_aq,rail
field_150449_bY,quartz_ore
field_150450_ax,redstone_ore
field_150451_bX,redstone_block
field_150452_aw,wooden_pressure_plate
field_150453_bW,daylight_detector
field_150454_av,iron_door
field_150455_bV,powered_comparator
field_150456_au,stone_pressure_plate
field_150457_bL,flower_pot
field_150458_ak,farmland
field_150459_bM,carrots
field_150460_al,furnace
field_150461_bJ,beacon
field_150462_ai,crafting_table
field_150463_bK,cobblestone_wall
field_150464_aj,wheat
field_150465_bP,skull
field_150467_bQ,anvil
field_150468_ap,ladder
field_150469_bN,potatoes
field_150470_am,lit_furnace
field_150471_bO,wooden_button
field_150472_an,standing_sign
field_150473_bD,tripwire
field_150474_ac,mob_spawner
field_150475_bE,emerald_block
field_150476_ad,oak_stairs
field_150477_bB,ender_chest
field_150478_aa,torch
field_150479_bC,tripwire_hook
field_150480_ab,fire
field_150481_bH,jungle_stairs
field_150482_ag,diamond_ore
field_150483_bI,command_block
field_150484_ah,diamond_block
field_150485_bF,spruce_stairs
field_150486_ae,chest
field_150487_bG,birch_stairs
field_150488_af,redstone_wire
field_150499_b,volume
field_150500_c,frequency
field_150501_a,soundName
field_150507_a,cipher
field_150509_a,decryptionCodec
field_150511_e,lastUpdateTimeInMilliseconds
field_150514_p,yellowFlowerGen
field_150552_a,flower
field_150574_L,jungleEdge
field_150575_M,deepOcean
field_150576_N,stoneBeach
field_150577_O,coldBeach
field_150578_U,megaTaiga
field_150579_T,coldTaigaHills
field_150580_W,extremeHillsPlus
field_150581_V,megaTaigaHills
field_150582_Q,birchForestHills
field_150583_P,birchForest
field_150584_S,coldTaiga
field_150585_R,roofedForest
field_150586_aC,logger
field_150587_Y,savannaPlateau
field_150588_X,savanna
field_150589_Z,mesa
field_150590_f,height_MidPlains
field_150591_g,height_LowHills
field_150592_d,height_DeepOceans
field_150593_e,height_LowPlains
field_150594_b,height_ShallowWaters
field_150595_c,height_Oceans
field_150596_a,height_Default
field_150597_n,explorationBiomesList
field_150598_l,height_LowIslands
field_150599_m,height_PartiallySubmerged
field_150600_j,height_Shores
field_150601_k,height_RockyWaters
field_150602_h,height_HighPlateaus
field_150603_i,height_MidHills
field_150605_ac,temperatureNoise
field_150607_aa,mesaPlateau_F
field_150608_ab,mesaPlateau
field_150611_aD,baseBiome
field_150670_b,value
field_150671_a,action
field_150676_f,allowedInChat
field_150677_g,canonicalName
field_150679_e,nameMapping
field_150688_f,canonicalName
field_150690_d,nameMapping
field_150691_e,allowedInChat
field_150700_a,GSON
field_150703_b,value
field_150704_a,action
field_150710_d,enchantable
field_150711_b,returnStack
field_150712_c,maxDamagePercent
field_150735_g,logger
field_150738_b,logMarkerPackets
field_150739_c,attrKeyConnectionState
field_150740_a,logMarkerNetwork
field_150742_o,terminationReason
field_150743_l,socketAddress
field_150744_m,packetListener
field_150745_j,outboundPacketsQueue
field_150746_k,channel
field_150750_a,encryptionCodec
field_150761_f,STATES_BY_CLASS
field_150762_g,id
field_150764_e,STATES_BY_ID
field_150773_b,futureListeners
field_150774_a,packet
field_150776_b,variation
field_150777_a,rootHeight
field_150794_a,buf
field_150797_b,RECEIVED_PACKET_MARKER
field_150798_a,logger
field_150799_b,RECEIVED_PACKET_MARKER
field_150800_a,logger
field_150814_l,isLightPopulated
field_150816_i,chunkTileEntityMap
field_150817_t,logger
field_150828_b,fallbackTranslator
field_150889_b,logger
field_150901_e,itemRegistry
field_150907_b,cooked
field_150914_c,effectiveBlocksTool
field_150915_c,effectiveBlocks
field_150922_c,dyeColors
field_150929_a,recordName
field_150933_b,repairMaterial
field_150939_a,block
field_150961_L,exploreAllBiomes
field_150962_H,breedCow
field_150963_I,spawnWither
field_150964_J,killWither
field_150965_K,fullBeacon
field_150966_x,diamondsToYou
field_150980_f,itemDamage
field_150981_g,unlocalizedNamePart
field_150983_e,itemDamageToFishTypeMap
field_150987_n,cookable
field_150989_l,cookedHealAmount
field_150990_m,cookedSaturationModifier
field_150991_j,uncookedHealAmount
field_150992_k,uncookedSaturationModifier
field_151002_e,item
field_151004_a,underlyingSet
field_151005_D,golden_pickaxe
field_151006_E,golden_axe
field_151007_F,string
field_151008_G,feather
field_151009_A,mushroom_stew
field_151010_B,golden_sword
field_151011_C,golden_shovel
field_151012_L,diamond_hoe
field_151013_M,golden_hoe
field_151014_N,wheat_seeds
field_151015_O,wheat
field_151016_H,gunpowder
field_151017_I,wooden_hoe
field_151018_J,stone_hoe
field_151019_K,iron_hoe
field_151020_U,chainmail_helmet
field_151021_T,leather_boots
field_151022_W,chainmail_leggings
field_151023_V,chainmail_chestplate
field_151024_Q,leather_helmet
field_151025_P,bread
field_151026_S,leather_leggings
field_151027_R,leather_chestplate
field_151028_Y,iron_helmet
field_151029_X,chainmail_boots
field_151030_Z,iron_chestplate
field_151031_f,bow
field_151032_g,arrow
field_151033_d,flint_and_steel
field_151034_e,apple
field_151035_b,iron_pickaxe
field_151036_c,iron_axe
field_151037_a,iron_shovel
field_151038_n,wooden_shovel
field_151039_o,wooden_pickaxe
field_151040_l,iron_sword
field_151041_m,wooden_sword
field_151042_j,iron_ingot
field_151043_k,gold_ingot
field_151044_h,coal
field_151045_i,diamond
field_151046_w,diamond_pickaxe
field_151047_v,diamond_shovel
field_151048_u,diamond_sword
field_151049_t,stone_axe
field_151050_s,stone_pickaxe
field_151051_r,stone_shovel
field_151052_q,stone_sword
field_151053_p,wooden_axe
field_151054_z,bowl
field_151055_y,stick
field_151056_x,diamond_axe
field_151057_cb,name_tag
field_151058_ca,lead
field_151059_bz,fire_charge
field_151060_bw,speckled_melon
field_151061_bv,ender_eye
field_151062_by,experience_bottle
field_151063_bx,spawn_egg
field_151064_bs,magma_cream
field_151065_br,blaze_powder
field_151066_bu,cauldron
field_151067_bt,brewing_stand
field_151068_bn,potionitem
field_151069_bo,glass_bottle
field_151070_bp,spider_eye
field_151071_bq,fermented_spider_eye
field_151072_bj,blaze_rod
field_151073_bk,ghast_tear
field_151074_bl,gold_nugget
field_151075_bm,nether_wart
field_151076_bf,chicken
field_151077_bg,cooked_chicken
field_151078_bh,rotten_flesh
field_151079_bi,ender_pearl
field_151080_bb,pumpkin_seeds
field_151081_bc,melon_seeds
field_151082_bd,beef
field_151083_be,cooked_beef
field_151084_co,record_wait
field_151085_cm,record_ward
field_151086_cn,record_11
field_151087_ck,record_stal
field_151088_cl,record_strad
field_151089_ci,record_mall
field_151090_cj,record_mellohi
field_151091_cg,record_chirp
field_151092_ch,record_far
field_151093_ce,record_cat
field_151094_cf,record_blocks
field_151095_cc,command_block_minecart
field_151096_cd,record_13
field_151097_aZ,shears
field_151098_aY,filled_map
field_151099_bA,writable_book
field_151100_aR,dye
field_151102_aT,sugar
field_151103_aS,bone
field_151104_aV,bed
field_151105_aU,cake
field_151106_aX,cookie
field_151107_aW,repeater
field_151108_aI,chest_minecart
field_151109_aJ,furnace_minecart
field_151110_aK,egg
field_151111_aL,compass
field_151112_aM,fishing_rod
field_151113_aN,clock
field_151114_aO,glowstone_dust
field_151115_aP,fish
field_151116_aA,leather
field_151117_aB,milk_bucket
field_151118_aC,brick
field_151119_aD,clay_ball
field_151120_aE,reeds
field_151121_aF,paper
field_151122_aG,book
field_151123_aH,slime_ball
field_151124_az,boat
field_151125_bZ,diamond_horse_armor
field_151126_ay,snowball
field_151127_ba,melon
field_151128_bU,quartz
field_151129_at,lava_bucket
field_151130_bT,netherbrick
field_151131_as,water_bucket
field_151132_bS,comparator
field_151133_ar,bucket
field_151134_bR,enchanted_book
field_151136_bY,golden_horse_armor
field_151137_ax,redstone
field_151138_bX,iron_horse_armor
field_151139_aw,iron_door
field_151140_bW,hopper_minecart
field_151141_av,saddle
field_151142_bV,tnt_minecart
field_151143_au,minecart
field_151144_bL,skull
field_151145_ak,flint
field_151146_bM,carrot_on_a_stick
field_151147_al,porkchop
field_151148_bJ,map
field_151149_ai,golden_leggings
field_151150_bK,golden_carrot
field_151151_aj,golden_boots
field_151152_bP,fireworks
field_151153_ao,golden_apple
field_151154_bQ,firework_charge
field_151155_ap,sign
field_151156_bN,nether_star
field_151157_am,cooked_porkchop
field_151158_bO,pumpkin_pie
field_151159_an,painting
field_151160_bD,item_frame
field_151161_ac,diamond_helmet
field_151162_bE,flower_pot
field_151163_ad,diamond_chestplate
field_151164_bB,written_book
field_151165_aa,iron_leggings
field_151166_bC,emerald
field_151167_ab,iron_boots
field_151168_bH,baked_potato
field_151169_ag,golden_helmet
field_151170_bI,poisonous_potato
field_151171_ah,golden_chestplate
field_151172_bF,carrot
field_151173_ae,diamond_leggings
field_151174_bG,potato
field_151175_af,diamond_boots
field_151183_A,junkFishedStat
field_151184_B,treasureFishedStat
field_151185_q,distanceByHorseStat
field_151186_x,animalsBredStat
field_151191_b,jsonSerializableValue
field_151192_a,integerValue
field_151227_b,logger
field_151228_a,downloadThreadsStarted
field_151234_b,logger
field_151242_b,multiplyDeBruijnBitPosition
field_151245_t,iconItemStack
field_151249_a,logger
field_151254_d,locationOfBlockChange
field_151257_b,networkSystem
field_151258_a,logger
field_151262_p,logger
field_151272_f,networkManagers
field_151273_d,mcServer
field_151274_e,endpoints
field_151275_b,logger
field_151276_c,eventLoops
field_151277_a,isAlive
field_151291_a,VALUES
field_151305_b,protocol
field_151306_a,name
field_151323_d,favicon
field_151324_b,playerCount
field_151325_c,protocolVersion
field_151326_a,serverMotd
field_151334_b,onlinePlayerCount
field_151335_c,players
field_151336_a,maxPlayers
field_151343_f,eventParameter
field_151345_e,eventID
field_151355_a,alreadyRegistered
field_151360_e,AMPLIFIED
field_151361_l,hasNotificationData
field_151369_A,lure
field_151370_z,luckOfTheSea
field_151430_f,resourceKey
field_151433_e,chatVisibility
field_151441_H,showInventoryAchievementHint
field_151442_I,mipmapLevels
field_151444_V,keyBindSprint
field_151445_Q,keyBindInventory
field_151446_aD,mapSoundLevels
field_151447_Z,keyBindScreenshot
field_151448_g,fboEnable
field_151449_az,typeListString
field_151450_ay,gson
field_151451_c,renderDistanceChunks
field_151452_as,saturation
field_151453_l,resourcePacks
field_151454_ax,logger
field_151455_aw,forceUnicodeFont
field_151456_ac,keyBindsHotbar
field_151457_aa,keyBindTogglePerspective
field_151458_ab,keyBindSmoothCamera
field_151471_f,keyCategory
field_151472_e,keyCodeDefault
field_151473_c,keybindSet
field_151474_i,pressTime
field_151476_f,logger
field_151477_a,optionIds
field_151478_a,logger
field_151479_b,logger
field_151480_b,logger
field_151481_a,logger
field_151500_b,grassEaterEntity
field_151501_c,entityWorld
field_151502_a,eatingGrassTimer
field_151504_e,doorBlock
field_151505_a,logger
field_151506_a,logger
field_151511_a,owner
field_151516_b,logger
field_151520_r,damageIsAbsolute
field_151527_f,difficultyId
field_151528_g,difficultyResourceKey
field_151530_e,difficultyEnums
field_151563_j,tileTicks
field_151564_i,tileEntities
field_151566_D,dragonEgg
field_151567_E,portal
field_151568_F,cake
field_151569_G,web
field_151570_A,cactus
field_151571_B,clay
field_151572_C,gourd
field_151573_f,iron
field_151574_g,anvil
field_151575_d,wood
field_151576_e,rock
field_151577_b,grass
field_151578_c,ground
field_151579_a,air
field_151580_n,cloth
field_151581_o,fire
field_151582_l,vine
field_151583_m,sponge
field_151584_j,leaves
field_151585_k,plants
field_151586_h,water
field_151587_i,lava
field_151588_w,ice
field_151589_v,coral
field_151590_u,tnt
field_151591_t,redstoneLight
field_151592_s,glass
field_151593_r,carpet
field_151594_q,circuits
field_151595_p,sand
field_151596_z,craftedSnow
field_151597_y,snow
field_151598_x,packedIce
field_151629_c,logger
field_151645_D,redColor
field_151646_E,blackColor
field_151647_F,goldColor
field_151648_G,diamondColor
field_151649_A,blueColor
field_151650_B,brownColor
field_151651_C,greenColor
field_151652_H,lapisColor
field_151653_I,emeraldColor
field_151654_J,obsidianColor
field_151655_K,netherrackColor
field_151656_f,tntColor
field_151657_g,iceColor
field_151658_d,sandColor
field_151659_e,clothColor
field_151660_b,airColor
field_151661_c,grassColor
field_151662_n,waterColor
field_151663_o,woodColor
field_151664_l,dirtColor
field_151665_m,stoneColor
field_151666_j,snowColor
field_151667_k,clayColor
field_151668_h,ironColor
field_151669_i,foliageColor
field_151670_w,grayColor
field_151671_v,pinkColor
field_151672_u,limeColor
field_151673_t,yellowColor
field_151674_s,lightBlueColor
field_151675_r,magentaColor
field_151676_q,adobeColor
field_151677_p,quartzColor
field_151678_z,purpleColor
field_151679_y,cyanColor
field_151680_x,silverColor
field_151687_a,logger
field_152110_j,playerProfile
field_152127_m,streamIndicator
field_152176_i,serverResourcePacks
field_152177_g,time
field_152350_aA,skinManager
field_152351_aB,scheduledTasks
field_152352_aC,mcThread
field_152353_at,stream
field_152354_ay,mojangLogo
field_152355_az,sessionService
field_152356_J,twitchDetails
field_152364_T,authService
field_152365_W,profileRepo
field_152366_X,profileCache
field_152367_a,USER_CACHE_FILE
field_152391_aS,STREAM_COMPRESSIONS
field_152392_aT,STREAM_CHAT_MODES
field_152393_aU,STREAM_CHAT_FILTER_MODES
field_152394_aV,STREAM_MIC_MODES
field_152395_am,keyBindFullscreen
field_152396_an,keyBindStreamStartStop
field_152397_ao,keyBindStreamPauseUnpause
field_152398_ap,keyBindStreamCommercials
field_152399_aq,keyBindStreamToggleMic
field_152400_J,streamBytesPerPixel
field_152401_K,streamMicVolume
field_152402_L,streamGameVolume
field_152403_M,streamKbps
field_152404_N,streamFps
field_152405_O,streamCompression
field_152406_P,streamSendMetadata
field_152407_Q,streamPreferredServer
field_152408_R,streamChatEnabled
field_152409_S,streamChatUserFilter
field_152410_T,streamMicToggleBehavior
field_152426_d,sessionType
field_152429_d,sessionType
field_152441_a,locationStreamIndicator
field_152442_b,mc
field_152451_a,INFINITE
field_152452_b,max
field_152453_c,read
field_152463_r,isEncrypted
field_152478_a,LOGGER
field_152499_c,direction
field_152500_c,direction
field_152587_j,resourceMode
field_152594_d,motd
field_152613_a,FILE_PLAYERBANS
field_152614_b,FILE_IPBANS
field_152615_c,FILE_OPS
field_152616_d,FILE_WHITELIST
field_152642_a,value
field_152659_a,dateFormat
field_152660_b,gson
field_152665_g,usercacheFile
field_152693_a,logger
field_152694_b,gson
field_152695_c,saveFile
field_152696_d,values
field_152697_e,lanServer
field_152698_f,saveFileFormat
field_152728_a,OLD_IPBAN_FILE
field_152729_b,OLD_PLAYERBAN_FILE
field_152730_c,OLD_OPS_FILE
field_152731_d,OLD_WHITELIST_FILE
field_152732_e,LOGGER
field_152794_b,THREAD_POOL
field_152795_c,textureManager
field_152796_d,skinCacheDir
field_152797_e,sessionService
field_152798_f,skinCacheLoader
field_152861_B,logger
field_152879_o,broadcastState
field_152886_v,channelInfo
field_152951_c,broadcastController
field_153018_p,LOGGER
field_153207_o,GL_LINK_STATUS
field_153208_p,GL_COMPILE_STATUS
field_153209_q,GL_VERTEX_SHADER
field_153210_r,GL_FRAGMENT_SHADER
field_154332_n,eula
field_154340_k,selectionList
field_154349_a,LOG
field_154350_b,eulaFile
field_154351_c,acceptedEULA
field_155771_h,logger
field_164003_c,threadName
field_164004_h,THREAD_ID
field_164005_h,LOGGER
field_164248_b,LOGGER
field_164249_a,serverGuiFont
field_164439_d,LOGGER
field_164440_a,LOGGER
field_174835_g,isOutsideBorder
field_174879_c,pos
field_174901_a,code
field_174934_k,guardian
field_174955_d,defaultModel
field_174958_a,modelRegistry
field_175024_d,chestRenderer
field_175025_e,fluidRenderer
field_175027_c,blockModelRenderer
field_175059_m,itemModelMesher
field_175120_a,baseColor
field_175127_b,position
field_175128_a,world
field_175129_b,position
field_175130_a,world
field_175196_v,overlayPlayerList
field_175198_t,overlayDebug
field_175241_f,fontRenderer
field_175242_a,mc
field_175255_h,footer
field_175256_i,header
field_175429_f,DEFAULT_RIGHTLEG_ROTATION
field_175430_g,contents
field_175431_d,DEFAULT_RIGHTARM_ROTATION
field_175432_e,DEFAULT_LEFTLEG_ROTATION
field_175433_b,DEFAULT_BODY_ROTATION
field_175434_c,DEFAULT_LEFTARM_ROTATION
field_175435_a,DEFAULT_HEAD_ROTATION
field_175436_h,canInteract
field_175438_bj,leftArmRotation
field_175439_bk,rightArmRotation
field_175440_bl,leftLegRotation
field_175441_bm,rightLegRotation
field_175442_bg,disabledSlots
field_175443_bh,headRotation
field_175444_bi,bodyRotation
field_175497_b,lifetime
field_175498_c,playerSpawned
field_175588_P,resourcePackHash
field_175589_i,futureTaskQueue
field_175590_aa,serverThread
field_175591_ab,currentTime
field_175616_W,renderManager
field_175617_aL,modelManager
field_175620_Y,itemRenderer
field_175621_X,renderItem
field_175728_M,worldBorder
field_175729_l,entitiesById
field_175730_i,tickableTileEntities
field_175740_d,villageSiege
field_175741_N,entitiesByUuid
field_175743_a,delegate
field_175916_b,SPAWNERTYPES
field_175917_c,CHESTCONTENT
field_175920_a,oreBlock
field_175972_I,barrier
field_176146_D,borderSize
field_176147_E,borderSizeLerpTime
field_176148_F,borderSizeLerpTarget
field_176149_G,borderSafeZone
field_176150_A,difficultyLocked
field_176151_B,borderCenterX
field_176152_C,borderCenterZ
field_176153_H,borderDamagePerBlock
field_176154_I,borderWarningDistance
field_176155_J,borderWarningTime
field_176156_a,DEFAULT_DIFFICULTY
field_176157_p,cleanWeatherTime
field_176158_z,difficulty
field_176227_L,blockState
field_176228_M,defaultBlockState
field_176229_d,BLOCK_STATE_IDS
field_176230_a,AIR_ID
field_176231_q,SLIME_SOUND
field_176239_P,VARIANT_PROP
field_176241_b,NORTH
field_176242_M,EAST
field_176243_N,SOUTH
field_176244_O,WEST
field_176247_a,VARIANT_PROP
field_176248_b,DEFAULT_META
field_176249_a,VARIANT_PROP
field_176250_M,MOSSY_META
field_176251_N,CRACKED_META
field_176252_O,CHISELED_META
field_176299_a,AXIS_PROP
field_176301_b,VARIANT_PROP
field_176308_b,HALF
field_176309_a,FACING
field_176310_M,SHAPE
field_176313_a,WET_PROP
field_176315_a,LAYERS_PROP
field_176320_b,EXTENDED
field_176321_a,FACING
field_176331_b,ROUGHMETA
field_176332_a,VARIANTS
field_176333_M,BRICKSMETA
field_176334_N,DARKMETA
field_176335_a,VARIANT_PROP
field_176336_a,TYPE
field_176347_b,EAST
field_176348_a,NORTH
field_176349_M,SOUTH
field_176350_N,WEST
field_176351_O,POWER
field_176359_b,POWERED
field_176360_a,FACING
field_176367_b,LEVEL
field_176378_a,VARIANT_PROP
field_176383_a,VARIANT_PROP
field_176384_a,SNOWY_PROP
field_176385_b,SNOWY
field_176386_a,VARIANT
field_176387_N,AGE
field_176413_a,ROTATION_PROP
field_176432_a,HAS_RECORD
field_176440_b,TRIGGERED
field_176441_a,FACING
field_176447_a,FACING
field_176448_b,ROTATION_PROP
field_176449_a,FACING_PROP
field_176451_a,BOTTLE_PROPS
field_176452_a,TRIGGERED_PROP
field_176459_a,FACING_PROP
field_176471_b,OCCUPIED_PROP
field_176472_a,PART_PROP
field_176479_b,STAGE_PROP
field_176480_a,TYPE_PROP
field_176483_b,FACING_PROP
field_176484_a,AGE_PROP
field_176486_a,AGE_PROP
field_176488_a,AGE
field_176492_b,HALF_PROP
field_176493_a,VARIANT_PROP
field_176498_a,SNOWY
field_176504_a,VARIANT_PROP
field_176505_b,DAMAGE
field_176506_a,FACING
field_176519_b,OPEN_PROP
field_176520_a,FACING_PROP
field_176521_M,HINGEPOSITION_PROP
field_176522_N,POWERED_PROP
field_176523_O,HALF_PROP
field_176525_b,EAST
field_176526_a,NORTH
field_176527_M,SOUTH
field_176528_N,WEST
field_176554_a,HALF_PROP
field_176579_a,POWER
field_176580_a,POWERED
field_176581_a,COLOR
field_176584_b,POWERED_PROP
field_176585_a,FACING_PROP
field_176587_a,AGE_PROP
field_176589_a,BITES
field_176596_a,FACING_PROP
field_176618_e,TYPES_ARRAY
field_176653_j,name
field_176655_h,BLOCKSTATES
field_176656_i,meta
field_176723_f,plane
field_176725_d,NAME_LOOKUP
field_176726_e,name
field_176748_g,index
field_176754_o,HORIZONTALS
field_176755_l,axisDirection
field_176756_m,directionVec
field_176757_j,name
field_176758_k,axis
field_176759_h,opposite
field_176760_i,horizontalIndex
field_176761_p,NAME_LOOKUP
field_176797_f,TYPES_ARRAY
field_176814_e,meta
field_176928_f,name
field_176929_g,unlocalizedName
field_176930_d,METADATA_LOOKUP
field_176931_e,metadata
field_176988_c,halfName
field_177156_b,pigRenderer
field_177157_c,pigModel
field_177158_a,TEXTURE
field_177160_b,slimeModel
field_177161_a,slimeRenderer
field_177163_b,sheepRenderer
field_177164_c,sheepModel
field_177165_a,TEXTURE
field_177167_a,playerRenderer
field_177170_b,creeperRenderer
field_177171_c,creeperModel
field_177172_a,LIGHTNING_TEXTURE
field_177211_b,dragonRenderer
field_177212_a,TEXTURE
field_177234_a,COMMA_JOINER
field_177237_b,properties
field_177238_c,propertyValueTable
field_177239_a,block
field_177488_d,data
field_177513_b,pos
field_177515_a,world
field_177559_d,ambientOcclusion
field_177560_e,texture
field_177565_b,models
field_177566_c,baseModel
field_177567_a,totalWeight
field_177598_f,resourceManager
field_177600_d,BUILT_IN_MODELS
field_177603_c,LOGGER
field_177604_a,MODEL_MISSING
field_177605_n,bakedRegistry
field_177606_o,MODEL_GENERATED
field_177608_m,itemModelGenerator
field_177609_j,textureMap
field_177610_k,blockModelShapes
field_177611_h,models
field_177612_i,variants
field_177613_u,variantNames
field_177615_s,itemLocations
field_177616_r,MODEL_ENTITY
field_177617_q,MODEL_CLOCK
field_177618_p,MODEL_COMPASS
field_177624_d,properties
field_177625_e,validStates
field_177626_b,GET_NAME_FUNC
field_177627_c,block
field_177628_a,COMMA_JOINER
field_177636_b,model
field_177644_a,block
field_177703_b,name
field_177704_a,valueClass
field_177710_b,nameToValue
field_177711_a,allowedValues
field_177717_a,allowedValues
field_177720_a,allowedValues
field_177752_f,endTime
field_177753_g,startTime
field_177754_d,startDiameter
field_177755_e,endDiameter
field_177756_b,centerX
field_177757_c,centerZ
field_177758_a,listeners
field_177759_l,warningDistance
field_177760_j,damageBuffer
field_177761_k,warningTime
field_177762_h,worldSize
field_177763_i,damageAmount
field_177767_d,id
field_177859_b,defaultState
field_177860_a,data
field_177959_e,NULL_VECTOR
field_177960_b,y
field_177961_c,z
field_177962_a,x
field_177992_a,ORIGIN
field_177996_d,z
field_177997_b,x
field_177998_c,y
field_178090_d,modelManager
field_178091_b,simpleShapesCache
field_178092_c,shapers
field_178093_a,simpleShapes
field_178112_h,itemRenderer
field_178127_b,blockStateMapper
field_178128_c,modelManager
field_178183_a,worldRenderer
field_178214_c,face
field_178218_d,texture
field_178313_f,LOGGER
field_178314_g,elements
field_178315_d,parent
field_178316_e,parentLocation
field_178318_c,textures
field_178319_a,SERIALIZER
field_178320_j,itemCameraTransforms
field_178321_h,ambientOcclusion
field_178324_a,model
field_178398_a,LAYERS
field_178460_a,DESTROY_STAGES
field_178688_b,bannerStand
field_178689_c,bannerTop
field_178690_a,bannerSlate
field_178692_f,rabbitLeftArm
field_178693_g,rabbitRightArm
field_178694_d,rabbitRightThigh
field_178695_e,rabbitBody
field_178696_b,rabbitRightFoot
field_178697_c,rabbitLeftThigh
field_178698_a,rabbitLeftFoot
field_178700_l,rabbitNose
field_178702_j,rabbitLeftEar
field_178703_k,rabbitTail
field_178704_h,rabbitHead
field_178705_i,rabbitRightEar
field_178707_d,guardianTail
field_178708_b,guardianEye
field_178709_c,guardianSpines
field_178710_a,guardianBody
field_178717_b,head
field_178720_f,bipedHeadwear
field_178721_j,bipedRightLeg
field_178722_k,bipedLeftLeg
field_178723_h,bipedRightArm
field_178724_i,bipedLeftArm
field_178737_d,standBase
field_178738_b,standLeftSide
field_178739_c,standWaist
field_178740_a,standRightSide
field_178866_b,gameType
field_178997_d,vertexCount
field_178999_b,rawIntBuffer
field_179000_c,rawFloatBuffer
field_179001_a,byteBuffer
field_179002_n,zOffset
field_179004_l,xOffset
field_179005_m,yOffset
field_179006_k,drawMode
field_179008_i,rawBufferIndex
field_179009_s,bufferSize
field_179010_r,isDrawing
field_179011_q,vertexFormat
field_179024_e,banner
field_179154_f,depthState
field_179155_g,fogState
field_179156_d,colorMaterialState
field_179157_e,blendState
field_179158_b,lightingState
field_179160_a,alphaState
field_179161_n,normalizeState
field_179163_l,clearState
field_179164_m,stencilState
field_179165_j,colorLogicState
field_179166_k,texGenState
field_179167_h,cullState
field_179168_i,polygonOffsetState
field_179170_t,colorState
field_179171_s,colorMaskState
field_179172_r,rescaleNormalState
field_179192_d,alpha
field_179193_b,green
field_179194_c,blue
field_179201_b,currentState
field_179202_a,capability
field_179220_a,BLOCK_TO_ITEM
field_179227_b,theBlock
field_179228_c,nameFunction
field_179239_b,LOGGER
field_179247_h,directionMaps
field_179282_b,isLoaded
field_179283_a,value
field_179294_g,direction
field_179295_d,CLIENT_NIO_EVENTLOOP
field_179296_e,CLIENT_LOCAL_EVENTLOOP
field_179297_n,disconnected
field_179300_b,deflater
field_179301_c,treshold
field_179302_a,buffer
field_179304_b,treshold
field_179305_a,inflater
field_179309_b,lastReturned
field_179314_b,theBlockPos
field_179317_b,pos
field_179423_d,results
field_179424_b,iterables
field_179425_c,iterators
field_179426_a,index
field_179428_b,iterables
field_179429_a,clazz
field_179513_b,FACING_LOOKUP
field_179514_c,PLANE_LOOKUP
field_179515_a,AXIS_LOOKUP
field_179525_d,description
field_179528_c,offset
