searge,name,side,desc
func_82243_bO,getArmorVisibility,2,"When searching for vulnerable players, if a player is invisible, the return value of this is the chance of seeing them anyway."
func_82245_bX,isSpawnForced,2,
func_82329_d,getWidthPixels,2,
func_82330_g,getHeightPixels,2,
func_82333_j,getRotation,2,Return the rotation of the item currently on this frame.
func_82334_a,setDisplayedItem,2,
func_82335_i,getDisplayedItem,2,
func_82336_g,setItemRotation,2,
func_82338_g,setAlphaF,0,Sets the particle alpha (float)
func_82340_a,setPotionDamage,2,
func_82341_c,getMotionFactor,2,Return the motion factor for this projectile. The factor is multiplied by the original motion.
func_82342_d,isInvulnerable,2,Return whether this skull comes from an invulnerable (aura) wither boss.
func_82343_e,setInvulnerable,2,Set whether this skull comes from an invulnerable (aura) wither boss.
func_82356_Z,isCommandBlockEnabled,2,Return whether command blocks are enabled.
func_82357_ak,getSpawnProtectionSize,2,Return the spawn protection area's size.
func_82358_a,isUsernameIndex,2,Return whether the specified command parameter index is a username parameter.
func_82359_c,getPlayer,2,
func_82362_a,getRequiredPermissionLevel,2,Return the required permission level for this command.
func_82366_d,getGameRules,2,Return the game rule set this command should be able to manipulate.
func_82370_a,getUsernameIndex,2,Return a command's first parameter index containing a valid username.
func_82377_a,matchesMultiplePlayers,2,Returns whether the given pattern can match more than one player.
func_82378_b,hasArguments,2,Returns whether the given token has any arguments set.
func_82381_h,getArgumentMap,2,"Parses the given argument string, turning it into a HashMap&lt;String, String&gt; of name-&gt;value."
func_82386_a,matchOnePlayer,2,Returns the one player that matches the given at-token.  Returns null if more than one player matches.
func_82448_a,transferEntityToWorld,2,Transfers an entity from a world to another world.
func_82482_a,dispense,2,Dispenses the specified ItemStack from a dispenser.
func_82485_a,playDispenseSound,2,Play the dispense sound from the specified block.
func_82486_a,doDispense,2,
func_82487_b,dispenseStack,2,"Dispense the specified stack, play the dispense sound and spawn particles."
func_82489_a,spawnDispenseParticles,2,Order clients to display dispense particles from the specified block and facing.
func_82499_a,getProjectileEntity,2,Return the projectile entity spawned by this dispense behavior.
func_82571_y,getGeneratorOptions,2,
func_82572_b,incrementTotalWorldTime,2,
func_82573_f,getWorldTotalTime,2,
func_82574_x,getGameRulesInstance,2,Gets the GameRules class Instance.
func_82580_o,removeTag,2,Remove the specified tag.
func_82581_a,createCrashReport,2,Create a crash report which indicates a NBT read error.
func_82582_d,hasNoTags,2,Return whether this compound has no tags.
func_82594_a,getObject,2,
func_82595_a,putObject,2,Register an object on this registry.
func_82599_e,getFrontOffsetZ,2,Returns a offset that addresses the block in front of this facing.
func_82600_a,getFront,2,Get a Facing by it's index (0-5). The order is D-U-N-S-W-E. Named getFront for legacy reasons.
func_82601_c,getFrontOffsetX,2,Returns a offset that addresses the block in front of this facing.
func_82615_a,getX,2,
func_82616_c,getZ,2,
func_82617_b,getY,2,
func_82618_k,getWorld,2,
func_82620_h,getBlockMetadata,2,
func_82632_g,boostSpeed,2,Boost the entity's movement speed.
func_82633_h,isControlledByPlayer,2,Return whether the entity is being controlled by a player.
func_82634_f,isSpeedBoosted,2,Return whether the entity's speed is boosted.
func_82644_b,getWorldFeatures,2,Return the list of world features enabled on this preset.
func_82647_a,setBiome,2,Set the biome used on this preset.
func_82648_a,getBiome,2,Return the biome used on this preset.
func_82649_e,getDefaultFlatGenerator,2,
func_82650_c,getFlatLayers,2,Return the list of layers on this preset.
func_82651_a,createFlatGeneratorFromString,2,
func_82656_d,getMinY,2,"Return the minimum Y coordinate for this layer, set during generation."
func_82657_a,getLayerCount,2,Return the amount of layers for this set of layers.
func_82658_c,getFillBlockMeta,2,Return the block metadata used on this set of layers.
func_82660_d,setMinY,2,Set the minimum Y coordinate for this layer.
func_82667_a,getScatteredFeatureSpawnList,2,returns possible spawns for scattered features
func_82683_b,setDefaultPlayerReputation,2,
func_82684_a,getReputationForPlayer,2,Return the village reputation for a player
func_82686_i,isMatingSeason,2,Return whether villagers mating refractory period has passed
func_82687_d,isPlayerReputationTooLow,2,Return whether this player has a too low reputation with this village.
func_82688_a,setReputationForPlayer,2,Set the village reputation for a player.
func_82689_b,writeVillageDataToNBT,2,Write this village's data to NBT.
func_82690_a,readVillageDataFromNBT,2,Read this village's data from NBT.
func_82692_h,endMatingSeason,2,Prevent villager breeding for a fixed interval of time
func_82705_e,getAnimal,2,Return whether this creature type is an animal.
func_82708_h,setObjectWatched,2,
func_82709_a,addObjectByDataType,2,"Add a new object for the DataWatcher to watch, using the specified data type."
func_82710_f,getWatchableObjectItemStack,2,Get a watchable object as an ItemStack.
func_82712_a,parseDoubleWithDefault,2,parses the string as double or returns the second parameter if it fails.
func_82713_a,parseDoubleWithDefaultAndMax,2,
func_82714_a,parseIntWithDefaultAndMax,2,parses the string as integer or returns the second parameter if it fails. this value is capped to par2
func_82715_a,parseIntWithDefault,2,parses the string as integer or returns the second parameter if it fails
func_82716_a,getRandomDoubleInRange,2,
func_82719_a,writeCustomPotionEffectToNBT,2,Write a custom potion effect to a potion item's NBT data.
func_82720_e,getIsAmbient,2,Gets whether this potion effect originated from a beacon
func_82721_a,setSplashPotion,2,Set whether this potion is a splash potion.
func_82722_b,readCustomPotionEffectFromNBT,2,Read a custom potion effect from a potion item's NBT data.
func_82725_o,isMagicDamage,2,Returns true if the damage is magic based.
func_82726_p,setMagicDamage,2,Define the damage type as magic based.
func_82734_g,getChunksLowestHorizon,2,Gets the lowest height of the chunk where sunlight directly reaches
func_82736_K,getGameRules,2,Gets the GameRules instance.
func_82737_E,getTotalWorldTime,2,
func_82742_i,resetUpdateEntityTick,2,Resets the updateEntityTick field to 0
func_82743_f,getCreationCloudUpdateTick,0,retrieves the 'date' at which the PartiallyDestroyedBlock was created
func_82744_b,setCloudUpdateTick,0,saves the current Cloud update tick into the PartiallyDestroyedBlock
func_82747_f,getWorldTypeID,2,
func_82749_j,getWorldName,2,
func_82750_a,setWorldName,2,
func_82752_c,isAdventure,2,Returns true if this is the ADVENTURE game type
func_82753_a,setPriority,2,
func_82756_a,getGameRuleStringValue,2,Gets the GameRule's value as String.
func_82757_a,setValue,2,Set this game rule value.
func_82758_b,getGameRuleBooleanValue,2,Gets the GameRule's value as boolean.
func_82763_b,getRules,2,Return the defined game rules.
func_82764_b,setOrCreateGameRule,2,
func_82765_e,hasRule,2,Return whether the specified game rule is defined.
func_82766_b,getGameRuleBooleanValue,2,Gets the boolean Game Rule value.
func_82767_a,getGameRuleStringValue,2,Gets the string Game Rule value.
func_82768_a,readGameRulesFromNBT,2,Set defined game rules from NBT.
func_82770_a,writeGameRulesToNBT,2,Return the defined game rules as NBT.
func_82781_a,getEnchantments,2,Return the enchantments for the specified stack.
func_82782_a,setEnchantments,2,Set the enchantments for the specified stack.
func_82784_g,isRecipeDisabled,2,
func_82787_a,findMatchingRecipe,2,
func_82788_x,canItemEditBlocks,2,"Returns true if players can use this item to affect the world (e.g. placing blocks, placing ender eyes in portal) when not in creative"
func_82789_a,getIsRepairable,2,"Return whether this item is repairable in an anvil.\n \n@param toRepair The ItemStack to be repaired\n@param repair The ItemStack that should repair this Item (leather for leather armor, etc.)"
func_82790_a,getColorFromItemStack,0,
func_82812_d,getArmorMaterial,2,Return the armor material for this armor item.
func_82814_b,getColor,2,Return the color for the specified armor ItemStack.
func_82815_c,removeColor,2,Remove the color from the specified armor ItemStack.
func_82816_b_,hasColor,2,Return whether the specified armor ItemStack has a color.
func_82824_a,setBossStatus,0,
func_82833_r,getDisplayName,2,returns the display name of the itemstack
func_82835_x,canEditBlocks,2,
func_82836_z,getItemFrame,2,Return the item frame this stack is on. Returns null if not on an item frame.
func_82837_s,hasDisplayName,2,Returns true if the itemstack has a display name
func_82838_A,getRepairCost,2,"Get this stack's repair cost, or 0 if no repair cost is defined."
func_82839_y,isOnItemFrame,2,Return whether this stack is on an item frame.
func_82840_a,getTooltip,0,"Return a list of strings containing information about the item\n \n@param advanced Whether the ""Advanced Tooltips"" setting is active"
func_82841_c,setRepairCost,2,Set this stack's repair cost.
func_82842_a,setItemFrame,2,Set the item frame this stack is on.
func_82846_b,transferStackInSlot,2,Take a stack from the specified inventory slot.
func_82847_b,removeCraftingFromCrafters,0,Remove this crafting listener from the listener list.
func_82848_d,updateRepairOutput,2,"called when the Anvil Input Slot changes, calculates the new result and puts it in the output slot"
func_82850_a,updateItemName,2,used by the Anvil GUI to update the Item Name being typed by the player
func_82869_a,canTakeStack,2,Return whether this slot's stack can be taken from this slot.
func_82870_a,onPickupFromSlot,2,
func_82877_b,setPlayerWalkSpeed,0,
func_82879_c,sendSettingsToServer,0,Send a client info packet with settings information to the server
func_82883_a,getUnicodeFlag,0,Get unicodeFlag controlling whether strings should be rendered with Unicode fonts instead of the default.png font.
func_83015_S,getCurrentDate,2,returns a calendar object containing the current date
func_85029_a,addEntityCrashInfo,2,
func_85030_a,playSound,2,
func_85031_j,hitByEntity,2,Called when a player attacks an entity. If this returns true the attack will not happen.
func_85033_bc,collideWithNearbyEntities,2,
func_85034_r,setArrowCountInEntity,2,sets the amount of arrows stuck in the entity. used for rendering those
func_85035_bI,getArrowCountInEntity,2,"counts the amount of arrows stuck in the entity. getting hit by arrows increases this, used in rendering"
func_85036_m,setCombatTask,2,sets this entity's combat AI.
func_85039_t,addScore,2,Add to player's score
func_85040_s,setScore,2,Set player's score
func_85052_h,getThrower,2,
func_85054_d,searchForOtherItemsNearby,2,Looks for other itemstacks nearby and tries to stack them together
func_85055_a,makeCrashReport,2,Creates a crash report for the exception
func_85056_g,getCategory,2,
func_85057_a,makeCategoryDepth,2,Creates a CrashReportCategory for the given stack trace depth
func_85058_a,makeCategory,2,Creates a CrashReportCategory
func_85069_a,firstTwoElementsOfStackTraceMatch,2,"Do the deepest two elements of our saved stack trace match the given elements, in order from the deepest?"
func_85070_b,trimStackTraceEntriesFromBottom,2,Removes the given number entries from the bottom of the stack trace.
func_85072_a,appendToStringBuilder,2,
func_85073_a,getPrunedStackTrace,2,"Resets our stack trace according to the current trace, pruning the deepest 3 entries.  The parameter indicates how many additional deepest entries to prune.  Returns the number of entries in the resulting pruned stack trace."
func_85074_a,getCoordinateInfo,2,
func_85089_a,getKey,2,
func_85090_b,getValue,2,
func_85094_b,renderDebugBoundingBox,0,Renders the bounding box around an entity when F3+B is pressed
func_85102_a,playSoundToNearExcept,2,Plays sound to all near players except the player reference given
func_85118_a,addToCrashReport,2,Adds this WorldInfo instance to the crash report.
func_85144_b,getCacheSizes,2,Gets a human-readable string that indicates the sizes of all the cache fields.  Basically a synchronized static toString.
func_85151_d,getLowerChestInventory,2,Return this chest container's lower chest inventory.
func_85156_a,removeTask,2,removes the indicated task from the entity's AI tasks.
func_85158_p,setAdventureModeExempt,2,@see #isAdventureModeExempt()
func_85173_a,playSoundToNearExcept,2,Plays sound to all near players except the player reference given
func_85176_s,getDefaultTeleporter,2,
func_85181_a,getRandomModelBox,0,
func_85188_a,makePortal,2,
func_85189_a,removeStalePortalLocations,2,called periodically to remove out-of-date portal locations from the cache list. Argument par1 is a WorldServer.getTotalWorldTime() value.
func_90010_a,isPartOfLargeChest,2,Return whether the given inventory is part of this large chest.
func_90011_a,createChild,2,
func_90020_K,getLimitFramerate,0,
func_90022_d,getListOfPlayers,2,
func_90033_f,canLoadWorld,0,Return whether the given world can be loaded.
func_90035_a,getClassFromID,2,Return the class assigned to this entity ID.
func_90036_a,getFireAspectModifier,2,
func_90999_ad,canRenderOnFire,0,Return whether this entity should be rendered as on fire.
func_92034_a,createParticle,0,"Creates a single particle. Args: x, y, z, x velocity, y velocity, z velocity, colours, fade colours, whether to trail, whether to twinkle"
func_92035_a,createBall,0,"Creates a small ball or large ball type explosion. Args: particle speed, size, colours, fade colours, whether to trail, whether to flicker"
func_92036_a,createBurst,0,"Creates a burst type explosion. Args: colours, fade colours, whether to trail, whether to flicker"
func_92038_a,createShaped,0,"Creates a creeper-shaped or star-shaped explosion. Args: particle speed, shape, colours, fade colours, whether to trail, whether to flicker, unknown"
func_92043_f,setTwinkle,0,
func_92044_a,setColour,0,
func_92045_e,setTrail,0,
func_92046_g,setFadeColour,0,
func_92058_a,setEntityItemStack,2,Sets the ItemStack for this entity
func_92059_d,getEntityItem,2,"Returns the ItemStack corresponding to the Entity (Note: if no item exists, will log an error but still return an ItemStack containing Block.stone)"
func_92085_d,getIsBlank,2,
func_92087_a,causeThornsDamage,2,Returns the EntityDamageSource of the Thorns enchantment
func_92088_a,makeFireworks,0,
func_92089_a,canApply,2,
func_92093_a,getFireTimeForEntity,2,"Gets the amount of ticks an entity should be set fire, adjusted for fire protection."
func_92097_a,negateDamage,2,"Used by ItemStack.attemptDamageItem. Randomly determines if a point of damage should be negated using the enchantment level (par1). If the ItemStack is Armor then there is a flat 60% chance for damage to be negated no matter the enchantment level, otherwise there is a 1-(par/1) chance for damage to be negated."
func_92103_a,addRecipe,2,
func_92111_a,getEnchantedItemStack,2,Returns the ItemStack of an enchanted version of this item.
func_92114_b,getRandomEnchantedBook,2,
func_92115_a,addEnchantment,2,Adds an stored enchantment to an enchanted book ItemStack
func_92116_a,addEnchantmentBooksToList,0,Adds the enchantment books from the supplied EnumEnchantmentType to the given list.
func_94041_b,isItemValidForSlot,2,Returns true if automation is allowed to insert the given stack (ignoring stack size) into the given slot.
func_94053_h,nextTextureIndexX,0,
func_94059_bO,getAlwaysRenderNameTagForRender,0,
func_94061_f,setNoAI,2,Set whether this Entity's AI is disabled
func_94083_c,getTntPlacedBy,2,returns null or the entityliving it was placed or ignited by
func_94085_r,getDefaultDisplayTileOffset,2,
func_94086_l,setDisplayTileOffset,2,
func_94095_a,killMinecart,2,
func_94096_e,setHasDisplayTile,2,
func_94099_q,getDisplayTileOffset,2,
func_94100_s,hasDisplayTile,2,
func_94101_h,applyDrag,2,
func_94103_c,explodeCart,2,Makes the minecart explode.
func_94105_c,ignite,2,Ignites this TNT cart.
func_94107_f,setMinecartPowered,2,
func_94108_c,isMinecartPowered,2,
func_94182_a,addSlot,0,
func_94183_a,getStitchHolder,0,
func_94184_a,getAllStitchSlots,0,Gets the slot and all its subslots
func_94185_c,getOriginY,0,
func_94186_b,getOriginX,0,
func_94194_d,rotate,0,
func_94195_e,isRotated,0,
func_94196_a,setNewDimension,0,
func_94197_a,getWidth,0,
func_94199_b,getHeight,0,
func_94206_g,getMinV,0,Returns the minimum V coordinate to use when rendering with this icon.
func_94207_b,getInterpolatedV,0,Gets a V coordinate on the icon. 0 returns vMin and 16 returns vMax. Other arguments return in-between values.
func_94209_e,getMinU,0,Returns the minimum U coordinate to use when rendering with this icon.
func_94210_h,getMaxV,0,Returns the maximum V coordinate to use when rendering with this icon.
func_94211_a,getIconWidth,0,"Returns the width of the icon, in pixels."
func_94212_f,getMaxU,0,Returns the maximum U coordinate to use when rendering with this icon.
func_94214_a,getInterpolatedU,0,Gets a U coordinate on the icon. 0 returns uMin and 16 returns uMax. Other arguments return in-between values.
func_94215_i,getIconName,0,
func_94216_b,getIconHeight,0,"Returns the height of the icon, in pixels."
func_94217_a,copyFrom,0,
func_94219_l,updateAnimation,0,
func_94241_a,updateCompass,0,"Updates the compass based on the given x,z coords and camera direction"
func_94248_c,updateAnimations,0,
func_94277_a,bindTexture,0,
func_94305_f,doStitch,0,
func_94309_g,getStichSlots,0,
func_94310_b,allocateSlot,0,Attempts to find space for specified tile
func_94311_c,expandAndAllocateSlot,0,Expand stitched texture in order to make space for specified tile
func_94520_b,isKeyTranslated,2,Returns true if the passed key is in the translation table.
func_94522_b,canTranslate,2,Determines whether or not translateToLocal will find a translation for the given key.
func_94525_a,computeStackSize,2,"Compute the new stack size, Returns the stack with the new size. Args : dragSlots, dragMode, dragStack, slotStackSize"
func_94526_b,calcRedstoneFromInventory,2,
func_94527_a,canAddItemToSlot,2,Checks if it's possible to add the given itemstack to the given slot.
func_94529_b,extractDragMode,2,"Extracts the drag mode. Args : eventButton. Return (0 : evenly split, 1 : one item by slot, 2 : not used ?)"
func_94531_b,canDragIntoSlot,2,"Returns true if the player can ""drag-spilt"" items into this slot,. returns true by default. Called to check if the slot can be added to a list of Slots to split the held ItemStack across."
func_94532_c,getDragEvent,2,"Args : clickedButton, Returns (0 : start drag, 1 : add slot, 2 : end drag)"
func_94533_d,resetDrag,2,Reset the drag fields
func_94539_a,setExplosionSource,2,
func_94540_d,setExplosion,2,
func_94541_c,isExplosion,2,
func_94560_a,getDamageSrc,2,Get the DamageSource of the CombatEntry instance.
func_94613_c,getExplosivePlacedBy,2,"Returns either the entity that placed the explosive block, the entity that caused the explosion or null."
func_95999_t,getCustomNameTag,2,
func_96092_aw,isPushedByWater,2,
func_96094_a,setCustomNameTag,2,Sets the custom name tag for this entity
func_96095_a,onActivatorRailPass,2,"Called every tick the minecart is on an activator rail. Args: x, y, z, is the rail receiving power"
func_96096_ay,isIgnited,2,Returns true if the TNT minecart is ignited.
func_96107_aA,getXPos,2,Gets the world X position for this hopper entity.
func_96108_aC,getZPos,2,Gets the world Z position for this hopper entity.
func_96109_aB,getYPos,2,Gets the world Y position for this hopper entity.
func_96110_f,setBlocked,2,Set whether this hopper minecart is being blocked by an activator rail.
func_96111_ay,getBlocked,2,Get whether this hopper minecart is being blocked by an activator rail.
func_96120_a,setEquipmentDropChance,2,
func_96122_a,canAttackPlayer,2,
func_96123_co,getWorldScoreboard,2,
func_96124_cp,getTeam,2,
func_96296_a,getValidValues,2,"Gets all the valid values. Args: @param par0: Whether or not to include color values. @param par1: Whether or not to include fancy-styling values (anything that isn't a color value or the ""reset"" value)."
func_96297_d,getFriendlyName,2,Gets the friendly name of this value.
func_96300_b,getValueByName,2,Gets a value by its friendly name; null if the given name does not map to a defined value.
func_96301_b,isFancyStyling,2,False if this is just changing the color or resetting; true otherwise.
func_96302_c,isColor,2,Checks if this is a color code.
func_96332_d,getPlayerName,2,
func_96333_a,joinNiceStringFromCollection,2,"Creates a linguistic series joining together the elements of the given collection.  Examples: 1) {} --> """",  2) {""Steve""} --> ""Steve"",  3) {""Steve"", ""Phil""} --> ""Steve and Phil"",  4) {""Steve"", ""Phil"", ""Mark""} --> ""Steve, Phil and Mark"""
func_96441_U,getScoreboard,2,
func_96443_a,setWorldScoreboard,0,
func_96449_a,renderOffsetLivingLabel,0,
func_96508_e,getTeam,2,Retrieve the ScorePlayerTeam instance identified by the passed team name
func_96509_i,getPlayersTeam,2,Gets the ScorePlayerTeam object for the given username.
func_96511_d,removeTeam,2,"Removes the team from the scoreboard, updates all player memberships and broadcasts the deletion to all players"
func_96512_b,removePlayerFromTeam,2,Removes the given username from the given ScorePlayerTeam. If the player is not on the team then an IllegalStateException is thrown.
func_96514_c,getScoreObjectives,2,
func_96517_b,getObjectiveDisplaySlot,2,"Returns 'list' for 0, 'sidebar' for 1, 'belowName for 2, otherwise null."
func_96518_b,getObjective,2,Returns a ScoreObjective for the objective name
func_96523_a,broadcastTeamCreated,2,"This packet will notify the players that this team is created, and that will register it on the client"
func_96524_g,removePlayerFromTeams,2,
func_96525_g,getTeams,2,Retrieve all registered ScorePlayerTeam instances
func_96526_d,getObjectiveNames,2,
func_96527_f,createTeam,2,
func_96529_a,getValueFromObjective,2,
func_96530_a,setObjectiveInDisplaySlot,2,"0 is tab menu, 1 is sidebar, 2 is below name"
func_96531_f,getTeamNames,2,Retrieve all registered ScorePlayerTeam names
func_96534_i,getSortedScores,2,"Returns an array of Score objects, sorting by Score.getScorePoints()"
func_96535_a,addScoreObjective,2,
func_96537_j,getObjectiveDisplaySlotNumber,2,"Returns 0 for (case-insensitive) 'list', 1 for 'sidebar', 2 for 'belowName', otherwise -1."
func_96538_b,broadcastTeamRemoved,2,This packet will notify the players that this team is removed
func_96539_a,getObjectiveInDisplaySlot,2,"0 is tab menu, 1 is sidebar, 2 is below name"
func_96559_d,getFrontOffsetY,2,
func_96631_a,attemptDamageItem,2,"Attempts to damage the ItemStack with par1 amount of damage, If the ItemStack has the Unbreaking enchantment there is a chance for each point of damage to be negated. Returns true if it takes more damage than getMaxDamage(). Returns false otherwise or if the ItemStack can't be damaged or if all points of damage are negated."
func_96636_a,getName,2,
func_96637_b,isReadOnly,2,
func_96645_d,getObjective,2,
func_96646_b,decreaseScore,2,
func_96647_c,setScorePoints,2,
func_96649_a,increseScore,2,
func_96650_f,getScoreScoreboard,2,
func_96652_c,getScorePoints,2,
func_96653_e,getPlayerName,2,Returns the name of the player this score belongs to
func_96660_a,setAllowFriendlyFire,2,
func_96661_b,getRegisteredName,2,Retrieve the name by which this team is registered in the scoreboard
func_96662_c,setNameSuffix,2,
func_96663_f,getColorSuffix,2,Returns the color suffix for the player's team name
func_96664_a,setTeamName,2,
func_96665_g,getAllowFriendlyFire,2,
func_96666_b,setNamePrefix,2,
func_96667_a,formatPlayerName,2,Returns the player name including the color prefixes and suffixes
func_96668_e,getColorPrefix,2,Returns the color prefix for the player's team name
func_96670_d,getMembershipCollection,2,
func_96678_d,getDisplayName,2,
func_96679_b,getName,2,
func_96680_c,getCriteria,2,
func_96681_a,setDisplayName,2,
func_96682_a,getScoreboard,0,
func_98034_c,isInvisibleToPlayer,0,"Only used by renderer in EntityLivingBase subclasses.\nDetermines if an entity is visible or not to a specfic player, if the entity is normally invisible.\nFor EntityLivingBase subclasses, returning false when invisible will render the entity semitransparent."
func_98035_c,writeMountToNBT,2,Like writeToNBTOptional but does not check if the entity is ridden. Used for saving ridden entities with their riders.
func_98042_n,setTransferTicker,2,"Sets the transfer ticker, used to determine the delay between transfers."
func_98043_aE,canTransfer,2,Returns whether the hopper cart can currently transfer an item.
func_98052_bS,canPickUpLoot,2,
func_98053_h,setCanPickUpLoot,2,
func_98054_a,setScaleForAge,2,"""Sets the scale for an ageable entity according to the boolean parameter, which says if it's a child."""
func_98055_j,setScale,2,
func_98150_a,getAtlasSprite,0,
func_98152_d,getAllUsernames,2,
func_98268_b,setDelayToMin,2,"Sets the delay to minDelay if parameter given is 1, else return false."
func_98269_i,getRandomEntity,2,
func_98270_a,readFromNBT,2,
func_98271_a,getSpawnerWorld,2,
func_98272_a,setEntityName,2,
func_98273_j,resetTimer,2,
func_98276_e,getEntityNameToSpawn,2,Gets the entity name that should be spawned.
func_98277_a,setRandomEntity,2,
func_98278_g,updateSpawner,2,
func_98279_f,isActivated,2,Returns true if there's a player close enough to this mob spawner to activate it.
func_98280_b,writeToNBT,2,
func_98300_b,setSeeFriendlyInvisiblesEnabled,2,
func_98306_d,readGlyphSizes,0,
func_99999_d,run,0,
field_100013_f,isPotionDurationMax,0,"True if potion effect duration is at maximum, false otherwise."
field_104003_g,isAggressive,2,
field_104057_T,isGamemodeForced,2,
field_110150_bn,lastAttacker,2,
field_110152_bk,newPosZ,2,
field_110153_bc,lastDamage,2,Damage taken in the last hit. Mobs are resistant to damage less than this for a short time after taking damage.
field_110155_d,attributeMap,2,
field_110156_b,sprintingSpeedBoostModifierUUID,2,
field_110157_c,sprintingSpeedBoostModifier,2,
field_110158_av,swingProgressInt,2,
field_110168_bw,leashedToEntity,2,
field_110169_bv,isLeashed,2,
field_110170_bx,leashNBTTag,2,
field_110178_bs,aiBase,2,
field_110187_bq,babySpeedBoostUUID,2,
field_110188_br,babySpeedBoostModifier,2,
field_110192_bp,attackingSpeedBoostModifierUUID,2,
field_110193_bq,attackingSpeedBoostModifier,2,
field_110268_bz,horseTextures,2,
field_110270_bw,horseArmorTextures,2,
field_110271_bv,horseJumpStrength,2,
field_110272_by,armorValues,2,
field_110274_bs,temper,2,"""The higher this value, the more likely the horse is to be tamed next time a player rides it."""
field_110275_br,horseJumping,2,
field_110276_bu,horseBreedingSelector,2,
field_110277_bt,jumpPower,2,
field_110281_bL,rearingAmount,2,
field_110282_bM,prevRearingAmount,2,
field_110283_bJ,headLean,2,
field_110284_bK,prevHeadLean,2,
field_110285_bP,gallopTime,2,Used to determine the sound that the horse should make when it steps
field_110287_bN,mouthOpenness,2,
field_110288_bO,prevMouthOpenness,2,
field_110289_bD,eatingHaystackCounter,2,
field_110290_bE,openMouthCounter,2,
field_110291_bB,horseMarkingTextures,2,
field_110293_bH,hasReproduced,2,
field_110295_bF,jumpRearingCounter,2,
field_110296_bG,horseChest,2,
field_110320_a,horseJumpPowerCounter,0,
field_110321_bQ,horseJumpPower,0,
field_110323_l,statIcons,0,
field_110324_m,icons,0,
field_110325_k,optionsBackground,0,
field_110328_d,pumpkinBlurTexPath,0,
field_110329_b,vignetteTexPath,0,
field_110330_c,widgetsTexPath,0,
field_110352_y,minecraftTitleTextures,0,
field_110353_x,splashTexts,0,
field_110444_H,locationMojangPng,0,
field_110445_I,macDisplayModes,0,
field_110446_Y,fileAssets,0,
field_110447_Z,launchedVersion,0,
field_110448_aq,mcResourcePackRepository,0,
field_110449_ao,defaultResourcePacks,0,
field_110450_ap,mcDefaultResourcePack,0,
field_110451_am,mcResourceManager,0,
field_110452_an,metadataSerializer_,0,
field_110453_aa,proxy,0,
field_110456_c,serverProxy,2,
field_110463_b,packFormat,0,
field_110464_a,packDescription,0,
field_110465_b,charLefts,0,
field_110466_c,charSpacings,0,
field_110467_a,charWidths,0,
field_110475_d,frameTime,0,
field_110476_b,frameWidth,0,
field_110477_c,frameHeight,0,
field_110478_a,animationFrames,0,
field_110481_b,textureClamp,0,
field_110482_a,textureBlur,0,
field_110498_b,frameTime,0,
field_110499_a,frameIndex,0,
field_110506_b,gsonBuilder,0,
field_110507_c,gson,0,"Cached Gson instance. Set to null when more sections are registered, and then re-created from the builder."
field_110508_a,metadataSectionSerializerRegistry,0,
field_110520_f,locationTexturePackIcon,0,
field_110521_d,rePackMetadataSection,0,
field_110522_e,texturePackIcon,0,
field_110523_b,resourcePackFile,0,
field_110524_c,reResourcePack,0,
field_110529_f,mcmetaJsonChecked,0,
field_110530_g,mcmetaJson,0,
field_110531_d,mcmetaInputStream,0,
field_110532_e,srMetadataSerializer,0,
field_110533_b,srResourceLocation,0,
field_110534_c,resourceInputStream,0,
field_110535_a,mapMetadataSections,0,
field_110539_b,frmMetadataSerializer,0,
field_110540_a,resourcePacks,0,
field_110546_b,reloadListeners,0,
field_110547_c,rmMetadataSerializer,0,
field_110548_a,domainResourceManagers,0,
field_110553_a,glTextureId,0,
field_110559_g,textureUploaded,0,
field_110560_d,bufferedImage,0,
field_110561_e,imageThread,0,
field_110562_b,imageUrl,0,
field_110563_c,imageBuffer,0,
field_110566_b,dynamicTextureData,0,
field_110567_b,layeredTextureNames,0,
field_110568_b,textureLocation,0,
field_110574_e,mapRegisteredSprites,0,
field_110575_b,locationBlocksTexture,0,
field_110582_d,theResourceManager,0,
field_110583_b,listTickables,0,
field_110584_c,mapTextureCounters,0,
field_110585_a,mapTextureObjects,0,
field_110597_b,resourcePackFile,0,
field_110598_a,resourceLog,0,
field_110600_d,resourcePackZipFile,0,
field_110601_c,entryNameSplitter,0,
field_110608_a,defaultResourceDomains,0,
field_110617_f,repositoryEntries,0,
field_110618_d,dirResourcepacks,0,
field_110619_e,repositoryEntriesAll,0,
field_110620_b,rprDefaultResourcePack,0,
field_110621_c,rprMetadataSerializer,0,
field_110622_a,resourcePackFilter,0,
field_110625_b,resourcePath,2,
field_110626_a,resourceDomain,2,
field_110684_D,frontRightLeg,0,
field_110685_E,frontRightShin,0,
field_110686_F,frontRightHoof,0,
field_110687_G,muleLeftChest,0,The left chest box on the mule model.
field_110688_A,frontLeftLeg,0,
field_110689_B,frontLeftShin,0,
field_110690_C,frontLeftHoof,0,
field_110691_L,horseLeftSaddleRope,0,
field_110692_M,horseLeftSaddleMetal,0,
field_110693_N,horseRightSaddleRope,0,
field_110694_O,horseRightSaddleMetal,0,
field_110695_H,muleRightChest,0,The right chest box on the mule model.
field_110696_I,horseSaddleBottom,0,
field_110697_J,horseSaddleFront,0,
field_110698_K,horseSaddleBack,0,
